person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,dti_ratio,income_per_emp_year,rate_tier,risk_score,risk_tier
35,62500,OWN,2.0,MEDICAL,A,1600,5.42,0,0.03,N,5,0.026,20833.0,Low (<8%),5,Low Risk
27,62500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,7.66,0,0.19,N,8,0.192,20833.0,Low (<8%),5,Low Risk
30,62500,MORTGAGE,8.0,MEDICAL,A,15000,6.91,0,0.24,N,10,0.24,6944.0,Low (<8%),8,Low Risk
33,42996,RENT,2.0,DEBTCONSOLIDATION,A,8200,7.88,0,0.19,N,9,0.191,14332.0,Low (<8%),5,Low Risk
29,62500,MORTGAGE,13.0,DEBTCONSOLIDATION,B,5000,11.36,0,0.08,N,7,0.08,4464.0,Medium (8-12%),5,Low Risk
29,77000,RENT,0.0,EDUCATION,A,8225,7.49,0,0.11,N,10,0.107,77000.0,Low (<8%),10,Low Risk
31,62500,OWN,0.0,VENTURE,C,3000,13.92,0,0.05,Y,5,0.048,62500.0,High (12-16%),42,Medium Risk
28,32500,RENT,0.0,MEDICAL,A,8250,7.51,0,0.25,N,10,0.254,32500.0,Low (<8%),18,Low Risk
35,48000,RENT,7.0,MEDICAL,A,8250,7.51,0,0.17,N,6,0.172,6000.0,Low (<8%),0,
27,62570,MORTGAGE,11.0,EDUCATION,D,25000,14.84,0,0.4,N,5,0.4,5214.0,High (12-16%),35,Medium Risk
28,56664,MORTGAGE,12.0,PERSONAL,D,16300,14.91,1,0.29,Y,10,0.288,4359.0,High (12-16%),48,Medium Risk
28,62851,MORTGAGE,8.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.19,N,6,0.191,6983.0,Medium (8-12%),5,Low Risk
33,62910,OWN,3.0,PERSONAL,D,7075,17.58,0,0.11,N,8,0.112,15728.0,Very High (>16%),25,Low Risk
32,19000,RENT,1.0,PERSONAL,A,8325,6.62,1,0.44,N,9,0.438,9500.0,Low (<8%),25,Low Risk
31,26900,RENT,1.0,VENTURE,A,8325,7.51,1,0.31,N,7,0.309,13450.0,Low (<8%),25,Low Risk
28,81120,RENT,0.0,PERSONAL,A,8350,7.49,0,0.1,N,8,0.103,81120.0,Low (<8%),10,Low Risk
27,63000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,15500,14.65,0,0.25,N,5,0.246,4846.0,High (12-16%),20,Low Risk
33,63000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,18250,8.9,0,0.29,N,9,0.29,7875.0,Medium (8-12%),8,Low Risk
28,30000,RENT,0.0,PERSONAL,B,8400,11.89,0,0.28,N,10,0.28,30000.0,Medium (8-12%),23,Low Risk
31,63000,OWN,4.0,MEDICAL,A,5000,6.03,0,0.08,N,5,0.079,12600.0,Low (<8%),5,Low Risk
30,32000,RENT,3.0,HOMEIMPROVEMENT,C,8400,13.98,1,0.26,N,9,0.262,8000.0,High (12-16%),25,Low Risk
30,63000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,3500,7.49,0,0.06,N,7,0.056,4200.0,Low (<8%),0,
27,63000,MORTGAGE,11.0,EDUCATION,A,1700,8.49,0,0.03,N,5,0.027,5250.0,Medium (8-12%),0,
34,32758,RENT,0.0,DEBTCONSOLIDATION,D,8400,14.96,1,0.26,N,5,0.256,32758.0,High (12-16%),38,Medium Risk
27,63000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,4400,5.99,0,0.07,N,8,0.07,5250.0,Low (<8%),0,
28,63000,MORTGAGE,7.0,EDUCATION,C,8575,13.49,0,0.14,N,8,0.136,7875.0,High (12-16%),12,Low Risk
35,33144,RENT,3.0,VENTURE,D,8400,14.91,0,0.25,N,8,0.253,8286.0,High (12-16%),33,Medium Risk
34,63000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,18000,11.49,0,0.29,N,9,0.286,6300.0,Medium (8-12%),13,Low Risk
34,57000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,2600,5.99,1,0.05,N,7,0.046,8143.0,Low (<8%),0,
31,33276,RENT,2.0,MEDICAL,F,8400,18.43,1,0.25,Y,5,0.252,11092.0,Very High (>16%),65,High Risk
29,63000,MORTGAGE,5.0,MEDICAL,B,7400,10.99,0,0.12,N,10,0.117,10500.0,Medium (8-12%),5,Low Risk
28,63000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,6400,14.79,0,0.1,N,9,0.102,7875.0,High (12-16%),12,Low Risk
27,63000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,4000,6.99,0,0.06,N,7,0.063,5250.0,Low (<8%),0,
27,63000,MORTGAGE,12.0,PERSONAL,A,18000,7.49,0,0.29,N,9,0.286,4846.0,Low (<8%),8,Low Risk
27,37000,RENT,7.0,MEDICAL,B,8400,9.91,0,0.23,N,7,0.227,4625.0,Medium (8-12%),13,Low Risk
34,33500,RENT,4.0,MEDICAL,B,8400,10.99,1,0.25,N,9,0.251,6700.0,Medium (8-12%),18,Low Risk
33,41000,RENT,2.0,MEDICAL,B,8400,11.71,0,0.2,N,6,0.205,13667.0,Medium (8-12%),18,Low Risk
32,63000,MORTGAGE,6.0,PERSONAL,A,8000,6.17,0,0.13,N,8,0.127,9000.0,Low (<8%),0,
28,63000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,11500,9.99,0,0.18,N,8,0.183,31500.0,Medium (8-12%),15,Low Risk
27,63000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,4500,8.88,0,0.07,N,7,0.071,6300.0,Medium (8-12%),5,Low Risk
32,42000,RENT,0.0,DEBTCONSOLIDATION,A,8400,7.88,0,0.2,N,9,0.2,42000.0,Low (<8%),10,Low Risk
28,63000,MORTGAGE,3.0,VENTURE,C,13500,13.23,0,0.21,N,5,0.214,15750.0,High (12-16%),25,Low Risk
29,63000,OWN,13.0,HOMEIMPROVEMENT,A,15000,7.49,0,0.24,N,7,0.238,4500.0,Low (<8%),8,Low Risk
29,63000,OWN,0.0,MEDICAL,B,9000,10.99,0,0.14,N,9,0.143,63000.0,Medium (8-12%),15,Low Risk
35,49872,RENT,2.0,VENTURE,A,8400,7.29,0,0.17,N,9,0.168,16624.0,Low (<8%),5,Low Risk
30,57000,MORTGAGE,3.0,MEDICAL,E,9000,17.93,1,0.16,Y,6,0.158,14250.0,Very High (>16%),53,Medium Risk
30,63000,MORTGAGE,2.0,EDUCATION,B,8000,10.25,0,0.13,N,6,0.127,21000.0,Medium (8-12%),10,Low Risk
34,63000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,15000,10.99,0,0.24,N,9,0.238,15750.0,Medium (8-12%),18,Low Risk
33,63000,OWN,2.0,EDUCATION,A,12800,7.88,0,0.2,N,10,0.203,21000.0,Low (<8%),13,Low Risk
32,50400,RENT,11.0,EDUCATION,B,8400,12.42,0,0.17,N,7,0.167,4200.0,High (12-16%),5,Low Risk
27,51000,RENT,1.0,HOMEIMPROVEMENT,B,8400,10.71,0,0.16,N,5,0.165,25500.0,Medium (8-12%),15,Low Risk
28,63000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,8000,12.73,0,0.13,N,9,0.127,31500.0,High (12-16%),22,Low Risk
29,63000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5000,11.14,0,0.08,N,9,0.079,10500.0,Medium (8-12%),5,Low Risk
31,63000,MORTGAGE,3.0,VENTURE,C,7000,13.92,0,0.11,N,7,0.111,15750.0,High (12-16%),17,Low Risk
29,52000,RENT,3.0,VENTURE,A,8400,5.79,0,0.16,N,6,0.162,13000.0,Low (<8%),5,Low Risk
29,63000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,25000,11.48,0,0.4,N,8,0.397,9000.0,Medium (8-12%),20,Low Risk
32,63000,MORTGAGE,12.0,EDUCATION,C,7000,13.57,0,0.11,Y,7,0.111,4846.0,High (12-16%),32,Medium Risk
27,52800,RENT,2.0,VENTURE,B,8400,11.86,0,0.16,N,10,0.159,17600.0,Medium (8-12%),10,Low Risk
27,63000,OTHER,2.0,DEBTCONSOLIDATION,A,4500,9.63,0,0.07,N,8,0.071,21000.0,Medium (8-12%),5,Low Risk
27,49600,RENT,2.0,EDUCATION,D,8400,15.31,1,0.17,N,5,0.169,16533.0,High (12-16%),25,Low Risk
27,63000,MORTGAGE,11.0,PERSONAL,A,2500,7.68,0,0.04,N,7,0.04,5250.0,Low (<8%),0,
30,57996,RENT,2.0,DEBTCONSOLIDATION,C,8400,12.98,0,0.14,Y,8,0.145,19332.0,High (12-16%),37,Medium Risk
33,57000,MORTGAGE,3.0,EDUCATION,E,10000,15.68,1,0.18,Y,8,0.175,14250.0,High (12-16%),53,Medium Risk
30,52576,RENT,3.0,HOMEIMPROVEMENT,A,8400,7.49,1,0.16,N,6,0.16,13144.0,Low (<8%),5,Low Risk
28,63000,MORTGAGE,0.0,EDUCATION,D,5000,13.67,0,0.08,Y,7,0.079,63000.0,High (12-16%),50,Medium Risk
27,63000,OWN,2.0,MEDICAL,A,9500,8.07,0,0.15,N,6,0.151,21000.0,Medium (8-12%),5,Low Risk
27,65000,RENT,4.0,EDUCATION,A,8400,6.99,0,0.13,N,5,0.129,13000.0,Low (<8%),5,Low Risk
32,65280,RENT,0.0,PERSONAL,C,8400,13.61,0,0.13,N,9,0.129,65280.0,High (12-16%),22,Low Risk
31,63324,MORTGAGE,8.0,DEBTCONSOLIDATION,B,24000,11.83,0,0.38,N,6,0.379,7036.0,Medium (8-12%),20,Low Risk
27,63344,MORTGAGE,3.0,HOMEIMPROVEMENT,B,8000,11.36,0,0.13,N,10,0.126,15836.0,Medium (8-12%),10,Low Risk
27,71000,RENT,11.0,EDUCATION,C,8400,12.61,0,0.12,Y,10,0.118,5917.0,High (12-16%),32,Medium Risk
28,66000,RENT,12.0,DEBTCONSOLIDATION,A,8400,7.51,1,0.13,N,8,0.127,5077.0,Low (<8%),0,
29,63440,OWN,7.0,EDUCATION,A,20000,8.9,0,0.32,N,10,0.315,7930.0,Medium (8-12%),15,Low Risk
34,63500,MORTGAGE,18.0,HOMEIMPROVEMENT,A,5125,8.49,0,0.08,N,5,0.081,3342.0,Medium (8-12%),0,
28,75000,RENT,4.0,DEBTCONSOLIDATION,B,8400,11.14,1,0.11,N,5,0.112,15000.0,Medium (8-12%),10,Low Risk
30,63500,MORTGAGE,9.0,VENTURE,D,12000,15.33,0,0.19,Y,9,0.189,6350.0,High (12-16%),40,Medium Risk
34,102000,RENT,4.0,EDUCATION,E,8400,17.19,0,0.08,Y,10,0.082,20400.0,Very High (>16%),53,Medium Risk
27,57504,MORTGAGE,11.0,MEDICAL,B,17000,12.18,1,0.3,N,8,0.296,4792.0,High (12-16%),13,Low Risk
28,63550,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12500,7.49,0,0.2,N,10,0.197,4888.0,Low (<8%),0,
28,63600,MORTGAGE,12.0,DEBTCONSOLIDATION,A,3000,7.49,0,0.05,N,7,0.047,4892.0,Low (<8%),0,
35,57600,MORTGAGE,19.0,PERSONAL,A,2000,6.76,1,0.03,N,9,0.035,2880.0,Low (<8%),0,
31,19200,RENT,5.0,HOMEIMPROVEMENT,B,8500,10.99,1,0.44,N,6,0.443,3200.0,Medium (8-12%),20,Low Risk
33,63600,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8500,13.23,0,0.13,N,8,0.134,12720.0,High (12-16%),17,Low Risk
28,20000,RENT,2.0,MEDICAL,B,8500,8.88,1,0.42,N,10,0.425,6667.0,Medium (8-12%),25,Low Risk
29,63755,MORTGAGE,14.0,MEDICAL,C,3000,13.48,0,0.05,Y,10,0.047,4250.0,High (12-16%),32,Medium Risk
30,98000,RENT,14.0,PERSONAL,C,8525,10.78,1,0.09,N,9,0.087,6533.0,Medium (8-12%),12,Low Risk
30,63830,MORTGAGE,2.0,HOMEIMPROVEMENT,E,15000,17.99,0,0.23,N,5,0.235,21277.0,Very High (>16%),41,Medium Risk
27,63844,MORTGAGE,11.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.31,N,10,0.313,5320.0,Low (<8%),15,Low Risk
29,27840,RENT,0.0,PERSONAL,E,8575,19.42,1,0.31,N,8,0.308,27840.0,Very High (>16%),53,Medium Risk
33,63996,MORTGAGE,15.0,DEBTCONSOLIDATION,A,3200,5.42,0,0.05,N,6,0.05,4000.0,Low (<8%),0,
29,63996,OWN,8.0,PERSONAL,C,12000,12.61,0,0.19,N,5,0.188,7111.0,High (12-16%),12,Low Risk
27,35000,RENT,11.0,VENTURE,C,8575,15.27,0,0.24,N,6,0.245,2917.0,High (12-16%),20,Low Risk
34,63996,MORTGAGE,2.0,EDUCATION,A,6400,8.0,0,0.1,N,9,0.1,21332.0,Low (<8%),5,Low Risk
27,30000,RENT,2.0,EDUCATION,A,8600,7.51,0,0.29,N,8,0.287,10000.0,Low (<8%),13,Low Risk
27,32000,RENT,2.0,MEDICAL,D,8600,16.02,1,0.27,Y,6,0.269,10667.0,Very High (>16%),53,Medium Risk
35,35000,RENT,10.0,PERSONAL,D,8600,15.99,0,0.25,N,5,0.246,3182.0,High (12-16%),28,Low Risk
30,64000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10200,6.62,0,0.16,N,8,0.159,16000.0,Low (<8%),5,Low Risk
30,43200,RENT,6.0,VENTURE,B,8600,11.36,0,0.2,N,5,0.199,6171.0,Medium (8-12%),5,Low Risk
27,30000,RENT,4.0,PERSONAL,A,8650,8.94,0,0.29,N,6,0.288,6000.0,Medium (8-12%),13,Low Risk
31,60682,RENT,3.0,PERSONAL,A,8650,8.49,0,0.14,N,8,0.143,15170.0,Medium (8-12%),5,Low Risk
28,64000,MORTGAGE,7.0,EDUCATION,B,7000,11.71,0,0.11,N,9,0.109,8000.0,Medium (8-12%),5,Low Risk
28,64000,MORTGAGE,5.0,VENTURE,A,12000,6.03,0,0.19,N,8,0.188,10667.0,Low (<8%),0,
28,28320,RENT,4.0,VENTURE,D,8700,14.61,1,0.31,N,10,0.307,5664.0,High (12-16%),40,Medium Risk
30,32004,RENT,2.0,PERSONAL,D,8700,15.58,1,0.27,N,10,0.272,10668.0,High (12-16%),33,Medium Risk
32,40320,RENT,4.0,MEDICAL,C,8700,12.61,0,0.22,Y,5,0.216,8064.0,High (12-16%),45,Medium Risk
29,45000,RENT,4.0,EDUCATION,A,8700,7.88,0,0.19,N,9,0.193,9000.0,Low (<8%),5,Low Risk
31,58000,MORTGAGE,15.0,DEBTCONSOLIDATION,E,16000,16.82,1,0.28,N,8,0.276,3625.0,Very High (>16%),36,Medium Risk
27,64000,MORTGAGE,11.0,MEDICAL,B,3500,11.99,0,0.05,N,8,0.055,5333.0,Medium (8-12%),5,Low Risk
33,64000,MORTGAGE,3.0,VENTURE,A,8800,7.49,0,0.14,N,5,0.138,16000.0,Low (<8%),5,Low Risk
28,64000,MORTGAGE,4.0,PERSONAL,A,8825,5.99,0,0.14,N,5,0.138,12800.0,Low (<8%),5,Low Risk
27,68000,RENT,4.0,HOMEIMPROVEMENT,A,8700,7.88,0,0.13,N,5,0.128,13600.0,Low (<8%),5,Low Risk
34,64000,MORTGAGE,2.0,EDUCATION,A,9000,6.92,0,0.14,N,6,0.141,21333.0,Low (<8%),5,Low Risk
31,59000,RENT,2.0,HOMEIMPROVEMENT,C,8750,12.68,0,0.15,N,9,0.148,19667.0,High (12-16%),17,Low Risk
35,64000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,14500,7.66,0,0.23,N,6,0.227,5333.0,Low (<8%),8,Low Risk
34,64000,MORTGAGE,1.0,MEDICAL,A,7200,7.29,0,0.11,N,7,0.112,32000.0,Low (<8%),10,Low Risk
27,65000,RENT,5.0,MEDICAL,B,8750,9.63,0,0.13,N,5,0.135,10833.0,Medium (8-12%),5,Low Risk
28,64000,MORTGAGE,3.0,VENTURE,A,7200,7.29,0,0.11,N,8,0.112,16000.0,Low (<8%),5,Low Risk
27,64000,OWN,11.0,VENTURE,A,5000,5.79,0,0.08,N,5,0.078,5333.0,Low (<8%),0,
34,42240,RENT,3.0,PERSONAL,C,8775,13.06,0,0.21,Y,6,0.208,10560.0,High (12-16%),45,Medium Risk
27,64000,MORTGAGE,0.0,MEDICAL,A,8000,5.79,0,0.13,N,5,0.125,64000.0,Low (<8%),10,Low Risk
34,64000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8000,6.91,0,0.13,N,6,0.125,21333.0,Low (<8%),5,Low Risk
32,145000,RENT,2.0,PERSONAL,B,8800,10.59,0,0.06,N,7,0.061,48333.0,Medium (8-12%),10,Low Risk
28,64000,MORTGAGE,3.0,VENTURE,C,5000,13.23,0,0.08,Y,7,0.078,16000.0,High (12-16%),37,Medium Risk
32,64000,MORTGAGE,2.0,EDUCATION,A,8000,6.76,0,0.13,N,7,0.125,21333.0,Low (<8%),5,Low Risk
32,24000,RENT,0.0,VENTURE,D,9000,15.62,1,0.38,N,7,0.375,24000.0,High (12-16%),45,Medium Risk
33,58000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,10.62,1,0.26,N,5,0.259,7250.0,Medium (8-12%),13,Low Risk
34,24000,RENT,0.0,EDUCATION,B,9000,11.14,1,0.38,N,8,0.375,24000.0,Medium (8-12%),30,Low Risk
32,64000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,13000,7.88,0,0.2,N,7,0.203,16000.0,Low (<8%),13,Low Risk
31,64000,MORTGAGE,15.0,EDUCATION,B,24000,10.25,0,0.38,N,5,0.375,4000.0,Medium (8-12%),20,Low Risk
31,64000,MORTGAGE,15.0,DEBTCONSOLIDATION,C,20000,13.48,0,0.31,Y,5,0.312,4000.0,High (12-16%),47,Medium Risk
35,58000,MORTGAGE,4.0,MEDICAL,D,15000,13.99,1,0.26,Y,9,0.259,11600.0,High (12-16%),53,Medium Risk
28,64049,MORTGAGE,7.0,EDUCATION,B,20000,12.69,0,0.31,N,7,0.312,8006.0,High (12-16%),20,Low Risk
33,28200,RENT,2.0,EDUCATION,C,9000,13.48,1,0.32,N,8,0.319,9400.0,High (12-16%),32,Medium Risk
33,64197,MORTGAGE,7.0,MEDICAL,C,7600,12.99,0,0.12,N,7,0.118,8025.0,High (12-16%),12,Low Risk
30,64300,MORTGAGE,4.0,HOMEIMPROVEMENT,D,14000,15.33,0,0.22,Y,10,0.218,12860.0,High (12-16%),53,Medium Risk
29,64320,MORTGAGE,13.0,MEDICAL,A,8000,6.03,0,0.12,N,9,0.124,4594.0,Low (<8%),0,
35,30000,RENT,0.0,MEDICAL,C,9000,13.92,0,0.3,Y,7,0.3,30000.0,High (12-16%),50,Medium Risk
29,32000,RENT,5.0,PERSONAL,D,9000,16.77,0,0.28,N,5,0.281,5333.0,Very High (>16%),28,Low Risk
27,32000,RENT,4.0,MEDICAL,B,9000,11.48,1,0.28,N,8,0.281,6400.0,Medium (8-12%),18,Low Risk
31,64500,MORTGAGE,5.0,EDUCATION,A,7000,7.88,0,0.11,N,5,0.109,10750.0,Low (<8%),0,
27,64500,MORTGAGE,6.0,VENTURE,B,24000,11.83,0,0.37,N,5,0.372,9214.0,Medium (8-12%),20,Low Risk
30,32400,RENT,0.0,PERSONAL,C,9000,11.22,0,0.28,N,10,0.278,32400.0,Medium (8-12%),30,Low Risk
35,64500,MORTGAGE,7.0,MEDICAL,C,4500,12.53,0,0.07,N,9,0.07,8062.0,High (12-16%),12,Low Risk
29,64548,MORTGAGE,3.0,MEDICAL,B,15000,10.99,0,0.23,N,7,0.232,16137.0,Medium (8-12%),18,Low Risk
33,34000,RENT,3.0,VENTURE,C,9000,14.17,1,0.26,Y,10,0.265,8500.0,High (12-16%),45,Medium Risk
31,34000,RENT,1.0,PERSONAL,B,9000,11.48,0,0.26,N,5,0.265,17000.0,Medium (8-12%),23,Low Risk
30,34000,RENT,3.0,PERSONAL,A,9000,7.49,0,0.26,N,8,0.265,8500.0,Low (<8%),13,Low Risk
28,64700,MORTGAGE,4.0,EDUCATION,B,12000,10.99,0,0.19,N,7,0.185,12940.0,Medium (8-12%),10,Low Risk
29,29000,RENT,1.0,HOMEIMPROVEMENT,A,9000,6.54,1,0.31,N,9,0.31,14500.0,Low (<8%),25,Low Risk
32,35000,RENT,0.0,MEDICAL,A,9000,8.59,0,0.26,N,6,0.257,35000.0,Medium (8-12%),18,Low Risk
29,58800,MORTGAGE,7.0,DEBTCONSOLIDATION,B,5000,11.71,1,0.09,N,6,0.085,7350.0,Medium (8-12%),5,Low Risk
30,64800,MORTGAGE,7.0,EDUCATION,B,5600,10.99,0,0.09,N,8,0.086,8100.0,Medium (8-12%),5,Low Risk
31,29000,RENT,5.0,MEDICAL,D,9000,15.37,1,0.31,N,9,0.31,4833.0,High (12-16%),35,Medium Risk
27,64800,MORTGAGE,12.0,VENTURE,A,6500,7.49,0,0.1,N,6,0.1,4985.0,Low (<8%),0,
35,58800,MORTGAGE,5.0,MEDICAL,D,12000,15.7,1,0.2,N,9,0.204,9800.0,High (12-16%),28,Low Risk
34,58800,MORTGAGE,3.0,HOMEIMPROVEMENT,E,17000,17.74,1,0.29,N,10,0.289,14700.0,Very High (>16%),41,Medium Risk
29,30000,RENT,7.0,HOMEIMPROVEMENT,A,9000,6.91,1,0.3,N,8,0.3,3750.0,Low (<8%),8,Low Risk
29,64992,MORTGAGE,4.0,EDUCATION,B,2500,9.62,0,0.04,N,6,0.038,12998.0,Medium (8-12%),10,Low Risk
31,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,23200,7.9,0,0.36,N,10,0.357,16250.0,Low (<8%),20,Low Risk
28,65000,MORTGAGE,5.0,MEDICAL,C,4500,15.96,0,0.07,Y,9,0.069,10833.0,High (12-16%),32,Medium Risk
27,65000,MORTGAGE,11.0,PERSONAL,A,3000,7.51,0,0.05,N,8,0.046,5417.0,Low (<8%),0,
27,36400,RENT,5.0,MEDICAL,A,9000,7.49,0,0.25,N,8,0.247,6067.0,Low (<8%),8,Low Risk
27,59000,MORTGAGE,11.0,PERSONAL,A,3000,7.9,1,0.05,N,9,0.051,4917.0,Low (<8%),0,
27,37000,RENT,4.0,MEDICAL,B,9000,11.11,0,0.24,N,5,0.243,7400.0,Medium (8-12%),18,Low Risk
29,65000,MORTGAGE,2.0,VENTURE,A,10000,7.49,0,0.15,N,5,0.154,21667.0,Low (<8%),5,Low Risk
32,37000,RENT,16.0,MEDICAL,A,9000,6.92,0,0.24,N,8,0.243,2176.0,Low (<8%),8,Low Risk
27,37000,RENT,6.0,MEDICAL,A,9000,8.94,0,0.24,N,7,0.243,5286.0,Medium (8-12%),8,Low Risk
31,37200,RENT,4.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.24,N,6,0.242,7440.0,Low (<8%),13,Low Risk
27,65000,MORTGAGE,5.0,VENTURE,B,13225,12.69,0,0.2,N,6,0.203,10833.0,High (12-16%),13,Low Risk
35,38000,RENT,1.0,DEBTCONSOLIDATION,C,9000,14.65,0,0.24,Y,8,0.237,19000.0,High (12-16%),50,Medium Risk
30,65000,MORTGAGE,3.0,VENTURE,D,20000,16.77,0,0.31,Y,6,0.308,16250.0,Very High (>16%),60,High Risk
31,65000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,5000,6.03,0,0.08,N,9,0.077,4062.0,Low (<8%),0,
28,38000,RENT,8.0,DEBTCONSOLIDATION,B,9000,9.96,0,0.24,N,9,0.237,4222.0,Medium (8-12%),13,Low Risk
31,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,20000,11.71,0,0.31,N,9,0.308,13000.0,Medium (8-12%),25,Low Risk
28,32200,RENT,2.0,EDUCATION,D,9000,13.99,1,0.28,Y,7,0.28,10733.0,High (12-16%),53,Medium Risk
28,32400,RENT,1.0,PERSONAL,D,9000,15.62,1,0.28,Y,10,0.278,16200.0,High (12-16%),58,High Risk
31,39000,RENT,5.0,MEDICAL,B,9000,10.71,0,0.23,N,6,0.231,6500.0,Medium (8-12%),13,Low Risk
27,39000,RENT,1.0,MEDICAL,B,9000,10.08,0,0.23,N,8,0.231,19500.0,Medium (8-12%),23,Low Risk
29,40000,RENT,2.0,VENTURE,C,9000,14.27,0,0.23,Y,5,0.225,13333.0,High (12-16%),45,Medium Risk
27,65000,MORTGAGE,5.0,VENTURE,B,10000,12.42,0,0.15,N,6,0.154,10833.0,High (12-16%),5,Low Risk
30,40000,RENT,9.0,EDUCATION,D,9000,16.77,0,0.23,Y,5,0.225,4000.0,Very High (>16%),48,Medium Risk
29,65000,MORTGAGE,7.0,PERSONAL,B,7000,10.99,0,0.11,N,10,0.108,8125.0,Medium (8-12%),5,Low Risk
28,40000,RENT,2.0,MEDICAL,B,9000,12.53,0,0.23,N,5,0.225,13333.0,High (12-16%),18,Low Risk
32,40020,RENT,2.0,DEBTCONSOLIDATION,C,9000,14.35,0,0.22,N,6,0.225,13340.0,High (12-16%),25,Low Risk
31,40800,RENT,6.0,PERSONAL,A,9000,7.49,0,0.22,N,6,0.221,5829.0,Low (<8%),8,Low Risk
31,65000,MORTGAGE,15.0,PERSONAL,D,3000,16.77,0,0.05,Y,7,0.046,4062.0,Very High (>16%),40,Medium Risk
28,41000,RENT,1.0,MEDICAL,B,9000,9.88,0,0.22,N,8,0.22,20500.0,Medium (8-12%),23,Low Risk
29,65000,MORTGAGE,2.0,MEDICAL,A,4800,7.49,0,0.07,N,5,0.074,21667.0,Low (<8%),5,Low Risk
30,65000,MORTGAGE,6.0,PERSONAL,A,17500,7.49,0,0.27,N,8,0.269,9286.0,Low (<8%),8,Low Risk
27,65000,MORTGAGE,8.0,MEDICAL,B,3000,12.42,0,0.05,N,10,0.046,7222.0,High (12-16%),5,Low Risk
35,36000,RENT,4.0,MEDICAL,E,9000,18.39,1,0.25,Y,6,0.25,7200.0,Very High (>16%),61,High Risk
29,42000,RENT,13.0,PERSONAL,C,9000,13.06,0,0.21,N,5,0.214,3000.0,High (12-16%),20,Low Risk
31,65000,MORTGAGE,15.0,VENTURE,B,30000,12.69,0,0.46,N,9,0.462,4062.0,High (12-16%),20,Low Risk
29,59000,MORTGAGE,5.0,VENTURE,D,8000,16.77,1,0.14,Y,8,0.136,9833.0,Very High (>16%),40,Medium Risk
33,42000,RENT,3.0,MEDICAL,B,9000,10.99,0,0.21,N,8,0.214,10500.0,Medium (8-12%),18,Low Risk
33,42597,RENT,5.0,VENTURE,B,9000,10.37,0,0.21,N,5,0.211,7100.0,Medium (8-12%),13,Low Risk
33,65000,MORTGAGE,4.0,VENTURE,A,15000,7.51,0,0.23,N,8,0.231,13000.0,Low (<8%),13,Low Risk
29,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3000,6.03,0,0.05,N,7,0.046,13000.0,Low (<8%),5,Low Risk
28,37200,RENT,4.0,HOMEIMPROVEMENT,D,9000,14.59,1,0.24,Y,8,0.242,7440.0,High (12-16%),53,Medium Risk
27,65000,MORTGAGE,4.0,VENTURE,A,6025,6.03,0,0.09,N,10,0.093,13000.0,Low (<8%),5,Low Risk
30,65000,OWN,1.0,HOMEIMPROVEMENT,D,1800,16.49,0,0.03,N,9,0.028,32500.0,Very High (>16%),30,Low Risk
32,38482,RENT,6.0,MEDICAL,D,9000,15.31,1,0.23,Y,7,0.234,5497.0,High (12-16%),48,Medium Risk
28,45000,RENT,4.0,DEBTCONSOLIDATION,C,9000,14.65,0,0.2,N,10,0.2,9000.0,High (12-16%),17,Low Risk
31,65000,MORTGAGE,11.0,PERSONAL,B,5000,10.99,0,0.08,N,5,0.077,5417.0,Medium (8-12%),5,Low Risk
28,65000,MORTGAGE,12.0,EDUCATION,B,15000,9.99,0,0.23,N,10,0.231,5000.0,Medium (8-12%),13,Low Risk
